Date,Open,High,Low,Close,Adj. Close,Volume
3/13/2012,58.896666,58.933429,58.216522,58.731224,54,"2,832,500"
3/14/2012,58.565785,59.35622,57.076822,58.418726,54,"4,141,700"
3/15/2012,58.639313,59.062105,58.106228,58.308431,54,"2,932,700"
3/16/2012,58.363579,59.006956,58.161373,58.823135,54,"3,745,600"
3/19/2012,58.69446,58.933429,57.867259,57.995933,53,"4,673,700"
3/20/2012,57.260645,57.885641,56.32315,57.242261,53,"3,840,400"
3/21/2012,57.701818,58.345198,57.242261,57.46285,53,"1,929,200"
3/22/2012,57.297409,57.297409,56.580504,56.929763,52,"843,000"
3/23/2012,56.856237,57.13197,55.863596,56.929763,52,"1,583,800"
3/26/2012,57.62829,58.767988,57.113587,58.749605,54,"2,706,800"
3/27/2012,59.245926,59.944453,58.290049,58.657694,54,"3,073,700"
3/28/2012,58.45549,58.933429,56.212858,58.014316,53,"3,183,400"
3/29/2012,59.558426,59.558426,57.720202,58.400344,54,"3,996,300"
3/30/2012,58.970194,59.135631,57.775348,58.087846,53,"22,147,100"
4/2/2012,58.27167,58.381962,57.848877,57.995933,53,"5,081,800"
4/3/2012,58.051081,58.363579,56.984913,57.481233,53,"2,639,700"
4/4/2012,57.095205,58.216522,56.525356,58.142992,53,"4,792,600"
4/5/2012,57.904024,58.823135,57.904024,58.381962,54,"1,782,900"
4/9/2012,57.426085,58.0327,57.260645,57.481233,53,"2,817,300"
4/10/2012,57.242261,58.179757,56.212858,56.690796,52,"4,432,900"
4/11/2012,57.297409,58.234903,56.856237,57.885641,53,"4,968,900"
4/12/2012,58.547401,59.46651,57.46285,58.400344,54,"4,870,000"
4/13/2012,58.014316,58.767988,57.79373,58.547401,54,"2,134,400"
4/16/2012,59.411366,59.411366,58.161373,58.804753,54,"9,784,500"
4/17/2012,59.448131,60.367243,58.657694,59.025341,54,"11,031,200"
4/18/2012,58.841514,59.760627,58.731224,59.190781,54,"2,531,400"
4/19/2012,59.301071,60.238567,57.904024,58.565785,54,"2,661,900"
4/20/2012,58.933429,59.080486,58.087846,58.584168,54,"1,326,800"
4/23/2012,57.738583,58.639313,57.62829,57.904024,53,"2,436,900"
4/24/2012,57.38932,57.609907,55.422423,55.551098,51,"12,460,800"
4/25/2012,56.0658,56.893002,56.0658,56.709179,52,"5,894,300"
4/26/2012,56.874619,56.984913,56.047419,56.286389,52,"4,019,100"
4/27/2012,56.525356,57.223881,56.102565,57.187117,53,"6,706,200"
4/30/2012,57.150352,57.150352,55.992271,56.415064,52,"4,766,300"
5/1/2012,56.598887,57.46285,56.120949,56.727562,52,"4,320,400"
5/2/2012,56.157711,56.654032,55.587862,56.506973,52,"6,441,300"
5/3/2012,56.617265,56.801091,55.771684,55.973891,51,"6,114,500"
5/4/2012,55.845213,55.845213,53.841551,53.988609,50,"3,471,300"
5/7/2012,53.988609,54.944484,53.34523,54.503312,50,"1,532,900"
5/8/2012,53.988609,54.043755,52.132004,52.389355,48,"7,366,500"
5/9/2012,51.911417,53.363613,51.268037,52.444502,48,"5,490,800"
5/10/2012,52.757,53.308466,52.536413,52.92244,49,"2,076,100"
5/11/2012,52.242296,53.74964,51.966564,52.793762,49,"2,477,700"
5/14/2012,52.058474,52.462885,51.341568,51.488626,47,"4,441,900"
5/15/2012,50.973923,51.451861,50.312164,50.753336,47,"14,047,700"
5/16/2012,51.69083,52.775381,51.341568,51.433478,47,"12,791,500"
5/17/2012,51.69083,51.69083,49.9629,50.532749,46,"15,697,500"
5/18/2012,50.532749,51.120979,49.521727,50.109958,46,"9,850,700"
5/21/2012,50.330543,51.837889,50.330543,51.470243,47,"7,859,900"
5/22/2012,51.709211,52.187149,51.359951,51.819506,48,"8,238,900"
5/23/2012,51.470243,54.043755,50.587896,51.525391,47,"8,373,100"
5/24/2012,51.929798,51.929798,50.36731,50.918778,47,"5,525,500"
5/25/2012,53.326849,53.326849,50.937157,52.297444,48,"16,545,500"
5/29/2012,52.812146,54.852573,52.554794,54.852573,50,"7,247,900"
5/30/2012,54.190814,54.190814,52.995968,53.032734,49,"8,923,500"
5/31/2012,53.473905,53.878315,52.426118,53.363613,49,"19,553,000"
6/1/2012,52.205532,52.554794,51.415096,51.911417,48,"6,199,800"
6/4/2012,51.893034,52.223915,50.220251,50.973923,47,"7,374,400"
6/5/2012,50.955539,52.499647,50.882011,51.966564,48,"4,548,100"
6/6/2012,52.51803,54.209194,52.499647,53.308466,49,"7,297,000"
6/7/2012,52.609942,53.5842,52.279063,52.444502,48,"6,460,100"
6/8/2012,52.021709,52.995968,51.507007,52.848909,49,"1,649,400"
6/11/2012,53.492288,53.492288,52.352591,52.389355,48,"5,634,300"
6/12/2012,52.260679,53.17979,51.893034,53.069498,49,"9,197,000"
6/13/2012,52.959203,53.087879,52.352591,52.573177,48,"4,635,100"
6/14/2012,52.076857,53.10626,51.782741,52.279063,48,"6,128,100"
6/15/2012,52.205532,52.830528,51.893034,52.462885,48,"3,948,500"
6/18/2012,52.040092,53.602581,52.040092,53.143027,49,"3,834,000"
6/19/2012,53.381996,55.165071,53.17979,53.492288,49,"9,458,400"
6/20/2012,53.768023,53.951845,52.370972,52.536413,48,"7,258,200"
6/21/2012,52.499647,52.554794,50.404074,50.679808,47,"7,219,600"
6/22/2012,51.084217,51.139363,49.007025,49.668785,46,"34,032,300"
6/25/2012,50.734954,50.734954,46.911451,47.334242,44,"6,391,300"
6/26/2012,47.334242,47.830562,46.764393,47.628357,44,"5,846,300"
6/27/2012,47.334242,47.830562,47.021744,47.315859,44,"5,191,500"
6/28/2012,46.929833,47.003361,45.698224,46.74601,43,"7,210,400"
6/29/2012,47.444534,48.308501,46.32322,46.874685,43,"5,322,000"
7/2/2012,47.058508,47.15042,45.771752,46.488659,43,"3,352,900"
7/3/2012,46.709246,48.547468,46.433512,48.363645,44,"3,197,000"
7/5/2012,48.106295,49.632021,47.922472,49.282756,45,"5,098,300"
7/6/2012,48.749673,48.823202,48.014385,48.529086,45,"2,784,000"
7/9/2012,48.308501,49.098934,48.179823,49.007025,45,"4,779,200"
7/10/2012,49.007025,49.393051,48.198206,48.768057,45,"7,153,100"
7/11/2012,48.602616,48.804819,47.554829,48.032764,44,"3,194,100"
7/12/2012,47.867327,48.712908,46.50704,48.271736,44,"4,911,900"
7/13/2012,48.216588,49.650402,48.161442,49.393051,45,"3,816,700"
7/16/2012,49.117317,49.30114,48.547468,48.951877,45,"1,475,900"
7/17/2012,49.080553,49.650402,48.382029,49.632021,46,"1,906,800"
7/18/2012,49.742313,50.7901,49.576872,50.018045,46,"2,324,600"
7/19/2012,50.257015,50.440838,49.852608,49.999666,46,"5,255,700"
7/20/2012,49.632021,49.79746,49.190847,49.595255,46,"5,745,900"
7/23/2012,48.47394,49.503345,48.051147,49.429815,45,"3,042,800"
7/24/2012,49.613638,49.613638,48.253353,48.731291,45,"3,375,500"
7/25/2012,49.080553,49.319523,48.878349,49.098934,45,"2,380,700"
7/26/2012,49.72393,49.72393,48.933497,49.54011,46,"4,022,400"
7/27/2012,49.632021,51.304802,49.264375,51.065834,47,"5,856,800"
7/30/2012,50.955539,51.727594,50.734954,51.451861,47,"3,314,100"
7/31/2012,51.470243,53.381996,51.470243,52.187149,48,"7,281,600"
8/1/2012,52.223915,52.665087,50.882011,51.433478,47,"3,463,200"
8/2/2012,50.882011,51.470243,50.440838,50.532749,46,"3,066,900"
8/3/2012,51.415096,52.352591,51.010687,52.076857,48,"1,849,800"
8/6/2012,52.150387,53.676111,52.076857,53.34523,49,"1,996,900"
8/7/2012,52.499647,54.227577,52.499647,53.381996,49,"9,694,800"
8/8/2012,53.10626,53.510672,52.68347,52.738617,49,"1,230,300"
8/9/2012,52.609942,53.400377,52.260679,53.198174,49,"1,546,100"
8/10/2012,53.253318,53.308466,52.021709,52.462885,48,"1,535,500"
8/13/2012,52.51803,53.124644,52.260679,52.775381,49,"1,733,300"
8/14/2012,53.198174,53.198174,52.407738,52.628322,48,"1,936,200"
8/15/2012,52.573177,52.793762,52.11362,52.352591,48,"3,538,000"
8/16/2012,52.848909,54.24596,52.628322,53.988609,50,"13,074,900"
8/17/2012,54.503312,54.631986,54.154047,54.227577,50,"7,053,300"
8/20/2012,54.24596,54.301107,53.731257,54.025371,50,"11,678,400"
8/21/2012,54.227577,54.227577,53.308466,53.859932,50,"5,414,100"
8/22/2012,53.602581,54.025371,53.400377,53.74964,49,"4,556,000"
8/23/2012,53.547434,53.804786,53.271702,53.547434,49,"3,131,600"
8/24/2012,53.400377,53.74964,53.290083,53.639347,49,"4,617,400"
8/27/2012,53.602581,54.540075,53.418758,54.337869,50,"3,962,800"
8/28/2012,54.117285,56.120949,53.988609,56.120949,52,"8,274,000"
8/29/2012,55.973891,56.102565,54.944484,55.514334,51,"5,984,000"
8/30/2012,55.606245,55.661393,54.319488,54.760664,50,"3,638,000"
8/31/2012,55.367277,55.955508,54.558458,55.679775,51,"30,503,300"
9/4/2012,55.992271,56.029036,54.907721,55.146688,51,"5,242,800"
9/5/2012,55.275364,55.587862,55.018013,55.146688,51,"3,929,600"
9/6/2012,55.679775,56.745943,55.569479,56.727562,52,"12,070,100"
9/7/2012,56.654032,57.370937,56.598887,57.260645,53,"4,775,000"
9/10/2012,56.874619,57.223881,56.598887,56.745943,52,"3,749,200"
9/11/2012,56.745943,57.260645,56.709179,57.168735,53,"3,790,600"
9/12/2012,57.279028,57.830494,56.801091,56.948147,52,"4,587,800"
9/13/2012,56.801091,57.003294,55.551098,56.543739,52,"5,521,100"
9/14/2012,58.051081,59.117251,57.738583,58.492255,54,"12,936,900"
9/17/2012,58.290049,58.400344,57.701818,58.124611,53,"3,368,900"
9/18/2012,57.904024,58.492255,57.444468,58.345198,54,"5,127,500"
9/19/2012,58.142992,59.117251,58.087846,58.859899,54,"5,302,200"
9/20/2012,58.234903,59.117251,57.904024,58.859899,54,"5,165,000"
9/21/2012,59.080486,61.286354,58.161373,58.418726,54,"6,577,700"
9/24/2012,57.812113,58.234903,57.499615,58.198139,54,"2,118,200"
9/25/2012,58.290049,58.492255,57.665056,57.665056,53,"4,818,500"
9/26/2012,57.481233,58.051081,56.268006,57.609907,53,"2,853,500"
9/27/2012,57.940788,58.051081,57.223881,57.46285,53,"3,027,000"
9/28/2012,57.46285,57.591526,56.672415,56.984913,52,"3,225,700"
10/1/2012,57.444468,57.995933,56.304769,57.536379,53,"6,738,700"
10/2/2012,57.995933,58.069464,57.370937,57.977552,53,"4,416,300"
10/3/2012,58.418726,59.411366,57.55476,58.014316,53,"3,425,200"
10/4/2012,58.45549,59.540041,58.381962,59.190781,54,"4,479,200"
10/5/2012,59.576807,59.834156,59.025341,59.742247,55,"3,289,500"
10/8/2012,59.374601,59.668716,58.933429,59.319456,55,"1,852,200"
10/9/2012,59.411366,59.484896,58.198139,58.602547,54,"2,524,100"
10/10/2012,58.749605,59.025341,57.609907,57.885641,53,"2,586,200"
10/11/2012,58.45549,59.374601,58.216522,58.878281,54,"2,817,600"
10/12/2012,58.804753,59.245926,58.326815,58.970194,54,"3,200,900"
10/15/2012,59.080486,59.742247,58.731224,59.705481,55,"2,548,300"
10/16/2012,59.705481,60.256949,59.135631,60.220182,55,"2,359,000"
10/17/2012,60.183422,60.201801,59.558426,59.742247,55,"2,205,500"
10/18/2012,59.742247,60.293712,59.374601,59.668716,55,"2,019,500"
10/19/2012,59.411366,59.668716,58.547401,58.676077,54,"2,397,200"
10/22/2012,58.78637,59.448131,58.45549,59.448131,55,"2,511,200"
10/23/2012,58.161373,58.161373,56.56212,57.701818,53,"3,993,000"
10/24/2012,57.830494,58.69446,57.55476,57.609907,53,"2,527,700"
10/25/2012,58.308431,58.437109,57.591526,57.775348,53,"2,358,600"
10/26/2012,58.0327,58.234903,56.0658,56.0658,52,"3,977,700"
10/31/2012,55.551098,58.418726,55.146688,57.79373,53,"4,390,800"
11/1/2012,58.381962,60.256949,55.624628,59.852541,55,"11,510,000"
11/2/2012,60.698122,62.407671,60.220182,60.404007,56,"10,192,000"
11/5/2012,59.245926,60.459152,59.04372,59.190781,54,"3,510,100"
11/6/2012,59.760627,60.624594,58.878281,60.404007,56,"3,490,800"
11/7/2012,59.631953,59.870922,58.731224,58.970194,54,"2,109,900"
11/8/2012,59.080486,59.668716,57.904024,58.253287,54,"4,004,400"
11/9/2012,57.977552,59.815777,57.830494,59.28269,55,"6,080,100"
11/12/2012,59.668716,60.054743,59.09887,59.668716,55,"3,942,100"
11/13/2012,59.245926,59.742247,58.878281,59.172396,54,"9,823,800"
11/14/2012,59.46651,59.723866,58.492255,58.69446,54,"3,886,900"
11/15/2012,58.437109,59.742247,57.683435,58.234903,54,"3,866,500"
11/16/2012,58.584168,59.227545,58.0327,59.080486,54,"9,805,100"
11/19/2012,59.687101,62.040026,59.35622,61.341499,56,"4,609,900"
11/20/2012,61.304735,61.48856,60.440773,61.396649,56,"4,631,600"
11/21/2012,61.67238,61.966495,61.451793,61.764289,57,"2,217,800"
11/23/2012,62.278995,62.683401,61.874584,62.591491,58,"1,770,800"
11/26/2012,62.31576,63.051046,61.194443,61.323119,56,"4,984,500"
11/27/2012,61.341499,62.095171,61.194443,61.451793,57,"4,788,900"
11/28/2012,61.157678,62.040026,61.029003,61.764289,57,"3,690,200"
11/29/2012,62.168701,62.701786,62.095171,62.444435,57,"6,529,200"
11/30/2012,62.554726,63.014282,61.801056,62.481201,57,"5,875,900"
12/3/2012,62.940756,62.977518,61.451793,61.580469,57,"3,703,300"
12/4/2012,62.113556,62.49958,61.59885,62.31576,57,"4,017,800"
12/5/2012,62.628256,62.756931,61.801056,62.260611,57,"3,622,000"
12/6/2012,62.628256,62.628256,62.187084,62.370905,57,"3,600,900"
12/7/2012,62.517961,62.683401,61.98488,62.444435,57,"4,706,000"
12/10/2012,65.256916,69.668652,62.187084,62.591491,58,"4,715,800"
12/11/2012,62.885607,63.069431,62.444435,62.922371,58,"3,663,000"
12/12/2012,63.069431,63.896629,62.885607,63.216487,58,"11,193,500"
12/13/2012,63.087813,63.823103,62.720167,63.106196,58,"5,777,000"
12/14/2012,62.922371,63.161343,62.591491,62.977518,58,"21,102,100"
12/17/2012,63.087813,63.841485,62.940756,63.179722,58,"6,559,000"
12/18/2012,63.161343,63.584133,62.756931,63.326782,58,"5,271,800"
12/19/2012,65.771616,66.010586,64.595153,65.53265,60,"31,434,900"
12/20/2012,65.017944,66.341467,64.760596,66.249558,61,"14,537,600"
12/21/2012,65.661325,66.690727,65.477501,66.433378,61,"160,620,600"
12/24/2012,66.562054,66.966463,66.028967,66.690727,61,"3,507,000"
12/26/2012,66.653963,68.528952,66.525288,68.418659,63,"6,970,500"
12/27/2012,68.308365,70.293648,68.234835,70.091442,64,"10,015,000"
12/28/2012,69.723797,70.036293,69.282622,69.337772,64,"8,042,800"
12/31/2012,69.209097,70.367172,69.006891,70.312027,65,"10,494,400"
1/2/2013,71.764225,72.131871,71.08408,71.470112,66,"8,561,300"
1/3/2013,70.293648,70.550999,69.484827,70.495849,65,"9,947,200"
1/4/2013,70.753205,71.102466,70.238499,70.789966,65,"5,977,900"
1/7/2013,70.312027,70.422325,69.503212,70.201733,65,"4,432,100"
1/8/2013,70.164968,70.918644,69.944383,70.183353,65,"5,451,100"
1/9/2013,70.33041,71.028934,70.293648,70.716438,65,"8,393,500"
1/10/2013,71.378201,71.800991,70.587765,71.341434,66,"6,875,100"
1/11/2013,71.010555,71.433346,69.760563,70.017914,64,"4,120,000"
1/14/2013,69.981148,70.146588,68.639246,69.153948,64,"7,370,000"
1/15/2013,68.455426,70.532616,68.455426,70.385559,65,"8,216,500"
1/16/2013,70.22012,70.569378,69.282622,70.440705,65,"4,718,000"
1/17/2013,70.716438,72.187015,70.716438,71.690697,66,"6,180,100"
1/18/2013,71.562019,71.874515,70.385559,71.359814,66,"4,986,000"
1/22/2013,71.120846,71.488491,70.624523,71.414958,66,"3,657,300"
1/23/2013,71.139229,71.672314,70.734818,71.047318,65,"4,291,000"
1/24/2013,71.102466,71.856136,71.102466,71.451725,66,"3,370,000"
1/25/2013,71.580403,72.242161,71.506875,72.187015,66,"5,553,800"
1/28/2013,72.370838,73.492154,72.168632,73.161274,67,"6,655,500"
1/29/2013,72.793628,73.087742,71.341434,72.775246,67,"6,079,400"
1/30/2013,72.683338,72.683338,71.414958,71.470112,66,"4,540,600"
1/31/2013,71.23114,71.470112,70.385559,71.065701,65,"5,273,500"
2/1/2013,71.359814,72.150253,71.341434,72.095104,66,"5,625,300"
2/4/2013,71.745842,72.352456,71.23114,71.341434,66,"5,443,500"
2/5/2013,71.653931,73.234802,71.525257,72.315693,67,"11,106,400"
2/6/2013,71.837757,72.021576,70.734818,70.955406,65,"5,306,000"
2/7/2013,71.102466,71.525257,69.834093,70.422325,65,"4,977,500"
2/8/2013,70.403938,70.826729,69.999533,70.808349,65,"4,861,700"
2/11/2013,70.808349,72.131871,70.550999,72.039956,66,"3,681,000"
2/12/2013,72.021576,73.271569,71.892903,73.179657,67,"6,449,400"
2/13/2013,73.179657,73.62083,73.050984,73.437008,68,"5,003,100"
2/14/2013,73.050984,73.547298,72.995834,73.473774,68,"4,687,100"
2/15/2013,74.11715,74.11715,73.381859,73.492154,68,"4,948,900"
2/19/2013,73.67598,73.67598,72.738484,73.087742,67,"4,293,500"
2/20/2013,72.922302,73.069363,71.267906,71.304669,66,"4,704,400"
2/21/2013,71.047318,71.194375,68.859831,69.687033,64,"4,253,800"
2/22/2013,69.852472,70.532616,69.503212,70.532616,65,"4,611,000"
2/25/2013,70.771584,70.881878,69.981148,70.091442,64,"5,025,900"
2/26/2013,70.826729,73.731125,70.367172,73.032597,67,"8,205,300"
2/27/2013,73.087742,77.24213,72.793628,76.837719,71,"17,510,900"
2/28/2013,76.892868,77.315658,76.488457,76.92963,71,"7,431,400"
3/1/2013,76.414929,77.6833,75.936992,77.57301,71,"6,375,700"
3/4/2013,77.57301,77.940655,77.150219,77.701686,71,"5,318,700"
3/5/2013,78.234771,78.271534,77.499481,78.124477,72,"5,200,300"
3/6/2013,78.547268,78.547268,76.911247,77.867127,72,"7,045,500"
3/7/2013,78.142856,78.712708,77.793595,78.565651,72,"7,418,500"
3/8/2013,79.117119,79.374469,78.657562,79.043587,73,"5,467,400"
3/11/2013,78.914913,79.466378,78.878147,79.411232,73,"5,519,100"
3/12/2013,79.521522,79.539909,78.970058,79.098732,73,"5,534,500"
3/13/2013,78.988441,79.521522,78.804619,79.411232,73,"6,250,700"
3/14/2013,79.595054,79.595054,79.135498,79.503143,73,"4,902,000"
3/15/2013,79.190647,80.072994,79.080352,79.558289,73,"13,449,200"
3/18/2013,78.675941,79.595054,77.977417,78.657562,73,"4,025,500"
3/19/2013,79.098732,79.282558,78.271534,79.245793,73,"3,788,000"
3/20/2013,79.834022,79.944317,79.080352,79.668583,74,"4,305,500"
3/21/2013,79.209026,79.907554,79.135498,79.742115,74,"3,015,400"
3/22/2013,79.907554,80.128139,79.061969,79.429615,73,"2,186,400"
3/25/2013,79.705349,80.072994,78.657562,78.896526,73,"3,574,800"
3/26/2013,79.668583,81.727394,79.264172,81.709011,75,"4,614,900"
3/27/2013,81.13916,82.076657,81.02887,81.837688,76,"3,725,200"
3/28/2013,81.837688,81.837688,80.918575,81.6171,75,"4,339,100"
4/1/2013,81.580337,81.709011,80.734752,80.881809,75,"1,926,800"
4/2/2013,81.396511,81.800922,80.753135,81.084015,75,"3,079,800"
4/3/2013,80.992103,81.488426,79.300937,79.705349,74,"3,860,100"
4/4/2013,79.558289,79.981079,78.639176,79.521522,73,"3,113,800"
4/5/2013,78.308296,78.731091,77.334042,78.565651,73,"2,818,400"
4/8/2013,78.271534,79.209026,77.756832,78.106095,72,"2,180,300"
4/9/2013,78.289917,78.914913,77.278896,78.124477,72,"3,609,000"
4/10/2013,78.547268,80.22005,78.106095,80.22005,74,"3,835,600"
4/11/2013,80.403874,81.874451,80.201668,81.341366,75,"4,009,000"
4/12/2013,80.97372,82.536213,80.97372,82.51783,76,"2,602,700"
4/15/2013,81.856068,81.911216,77.793595,77.793595,72,"4,511,700"
4/16/2013,78.528885,80.164906,78.050945,80.054611,74,"10,060,400"
4/17/2013,79.429615,79.484764,75.992138,76.966396,71,"3,313,200"
4/18/2013,77.003158,77.51786,74.962731,75.256848,70,"3,791,000"
4/19/2013,75.808316,77.07669,75.348763,76.911247,71,"2,218,400"
4/22/2013,77.205364,78.050945,76.102433,77.591389,72,"1,228,100"
4/23/2013,78.142856,79.025208,77.977417,78.896526,73,"2,993,700"
4/24/2013,79.117119,80.642841,79.098732,80.495785,74,"5,760,100"
4/25/2013,81.02887,82.315624,81.02887,82.131801,76,"5,156,600"
4/26/2013,82.242096,82.867092,81.414898,82.168568,76,"5,360,100"
4/29/2013,82.481064,83.657524,82.150185,83.326649,77,"5,478,300"
4/30/2013,83.583999,84.944282,83.014149,84.944282,78,"5,011,000"
5/1/2013,84.576637,85.863396,82.003128,83.583999,77,"6,958,000"
5/2/2013,83.914879,85.201633,83.41856,83.639145,77,"4,201,600"
5/3/2013,84.76046,85.477367,83.970024,84.080319,78,"6,876,800"
5/6/2013,84.135467,85.256782,84.135467,85.054576,79,"7,360,400"
5/7/2013,85.477367,85.5509,84.521492,85.128105,79,"4,778,800"
5/8/2013,85.293549,85.569278,84.558258,84.742076,78,"4,604,900"
5/9/2013,84.852371,85.109722,82.701653,83.161209,77,"5,043,500"
5/10/2013,83.436939,84.723698,83.161209,83.455327,77,"4,020,400"
5/13/2013,83.161209,84.264141,83.014149,83.749439,78,"4,010,100"
5/14/2013,83.822967,85.220017,83.41856,85.164871,79,"5,143,000"
5/15/2013,85.054576,85.716339,84.962665,85.532513,79,"8,032,700"
5/16/2013,85.367073,87.131772,85.293549,86.396481,80,"5,203,600"
5/17/2013,86.543541,89.28249,86.525154,89.190578,83,"9,835,400"
5/20/2013,89.172195,89.87072,88.969994,89.686901,83,"5,536,700"
5/21/2013,89.70528,90.532482,89.631752,90.164837,84,"4,628,500"
5/22/2013,90.34866,91.231007,89.080284,89.650135,83,"4,746,300"
